race_id,date,venue,race_no,race_name,surface,distance_m,class,field_size,weather,going,first_no,first_name,first_popularity,first_odds,second_no,second_name,second_popularity,second_odds,third_no,third_name,third_popularity,third_odds,win_payout,quinella_payout,wide_payouts,trio_payout,trifecta_payout,source_bulk,source_detail,jra_official_check,data_status,notes
202507040111,2025-08-23,中京,11,伊賀ステークス(3勝),ダート,1400,3勝,16,晴,良,8,プロトポロス,6,9.4,13,フェルヴェンテ,9,21.4,12,ワイワイレジェンド,4,9.3,940,9380,8 - 13:3450 / 8 - 12:1480 / 12 - 13:2810,28690,173930,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202507040111/,未照合,公開データ取得済,
202507040112,2025-08-23,中京,12,3歳以上1勝クラス,ダート,1800,1勝,7,晴,良,7,カミノレアル,1,1.7,3,ニヒトツーゼーア,6,20.3,6,ソングコレクター,4,11.0,170,1140,3 - 7:450 / 6 - 7:400 / 3 - 6:1420,2580,11630,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202507040112/,未照合,公開データ取得済,
202504030101,2025-08-23,新潟,1,2歳未勝利,芝,2000,未勝利,6,晴,良,4,ストロングエース,1,1.5,2,ウールヴヘジン,3,5.6,5,ブルージェネシス,5,35.0,150,300,2 - 4:150 / 4 - 5:330 / 2 - 5:810,1340,2620,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030101/,未照合,公開データ取得済,
202504030102,2025-08-23,新潟,2,3歳未勝利,ダート,1800,未勝利,14,晴,良,4,グランカッサ,10,19.0,12,セラドピラール,8,17.1,7,ヴィーナスゼファー,9,18.1,1900,13560,4 - 12:4210 / 4 - 7:3470 / 7 - 12:2760,50520,326220,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030102/,未照合,公開データ取得済,
202504030103,2025-08-23,新潟,3,3歳未勝利,芝,1600,未勝利,18,晴,良,15,ミッキーソルジャー,4,7.5,9,ハーバードスクエア,2,3.7,14,スタンピー,3,5.2,750,1730,9 - 15:700 / 14 - 15:1020 / 9 - 14:380,2750,15700,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030103/,未照合,公開データ取得済,
202504030104,2025-08-23,新潟,4,3歳未勝利,芝,1800,未勝利,16,晴,良,8,ミエノフェアリー,2,2.3,7,オルグジェシダ,1,1.9,9,テンドリームガール,4,16.7,230,200,7 - 8:130 / 8 - 9:430 / 7 - 9:380,630,2100,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030104/,未照合,公開データ取得済,
202504030105,2025-08-23,新潟,5,2歳新馬,芝,1600,新馬,13,晴,良,4,ローザレイア,5,8.6,3,カルダモン,1,3.9,11,ローズプリンセス,6,10.3,860,1750,3 - 4:690 / 4 - 11:1130 / 3 - 11:1040,5550,26870,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030105/,未照合,公開データ取得済,
202504030106,2025-08-23,新潟,6,3歳未勝利,ダート,1200,未勝利,15,晴,良,9,ロッカバイベイビー,1,4.3,14,シスター,2,4.5,12,マロンカラノテガミ,4,6.9,430,1000,9 - 14:400 / 9 - 12:510 / 12 - 14:580,2220,8480,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030106/,未照合,公開データ取得済,
202504030107,2025-08-23,新潟,7,3歳以上1勝クラス,芝,1800,1勝,11,晴,良,11,クラッシファイド,5,17.7,1,エリーナストーム,2,2.8,8,エンペラーズソード,3,4.2,1770,2410,1 - 11:770 / 8 - 11:930 / 1 - 8:260,2890,26100,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030107/,未照合,公開データ取得済,
202504030108,2025-08-23,新潟,8,3歳以上1勝クラス,ダート,1800,1勝,10,晴,良,11,ミライヘノカギ,1,2.7,3,サンカルミア,4,8.7,5,カレンワッツアップ,2,3.8,270,750,3 - 11:310 / 5 - 11:250 / 3 - 5:350,1080,3610,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030108/,未照合,公開データ取得済,
202504030109,2025-08-23,新潟,9,岩室温泉特別(2勝),ダート,1200,2勝,15,晴,良,11,サトノガレオン,10,49.9,1,ダズリングダンス,2,7.7,5,モンドプリューム,5,9.6,4990,25540,1 - 11:5430 / 5 - 11:5210 / 1 - 5:950,44350,507130,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030109/,未照合,公開データ取得済,
202504030110,2025-08-23,新潟,10,飯豊特別(2勝),芝,1400,2勝,17,晴,良,11,ラテラルシンキング,11,32.2,15,サクセスカラー,4,7.2,17,ジュンゴールド,6,11.5,3220,15220,11 - 15:4070 / 11 - 17:3860 / 15 - 17:1950,54960,419360,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030110/,未照合,公開データ取得済,
202504030111,2025-08-23,新潟,11,BSN賞(L),ダート,1800,L,12,晴,良,1,ジャスパーロブスト,1,3.4,5,ホウオウルーレット,6,11.3,4,レヴォントゥレット,2,4.1,340,2820,1 - 5:970 / 1 - 4:290 / 4 - 5:710,2810,16490,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030111/,未照合,公開データ取得済,
202504030112,2025-08-23,新潟,12,3歳以上1勝クラス,芝,1600,1勝,12,晴,良,10,ブルーベリーフィズ,3,5.7,11,ギフテッド,2,4.5,8,デイジー,6,13.8,270,870,10 - 11:350 / 8 - 10:810 / 8 - 11:640,2220,6010,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202504030112/,未照合,公開データ取得済,
202501020101,2025-08-23,札幌,1,2歳未勝利,芝,1800,未勝利,8,曇,稍重,8,ストロベリーツリー,1,1.1,3,カデナボニータ,4,33.1,2,サザンテイオー,6,101.7,110,620,3 - 8:280 / 2 - 8:620 / 2 - 3:1950,2670,5290,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020101/,未照合,公開データ取得済,
202501020102,2025-08-23,札幌,2,3歳未勝利,ダート,1000,未勝利,12,晴,重,3,レイアポポ,4,8.9,5,タマゴ,3,8.1,7,サツキレジーナ,5,9.9,890,2850,3 - 5:1030 / 3 - 7:770 / 5 - 7:950,5810,38840,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020102/,未照合,公開データ取得済,
202501020103,2025-08-23,札幌,3,3歳未勝利,芝,2000,未勝利,14,晴,稍重,1,グランセゾン,3,4.9,5,ウインキララ,2,4.2,14,ソレエスピアージャ,6,17.7,490,1230,1 - 5:500 / 1 - 14:1490 / 5 - 14:1260,6680,31310,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020103/,未照合,公開データ取得済,
202501020104,2025-08-23,札幌,4,3歳未勝利,ダート,1700,未勝利,14,晴,重,8,ハイクオリティ,4,8.0,4,リドルトリガー,7,12.9,12,キタノホウセキ,2,3.7,800,4540,4 - 8:1350 / 8 - 12:470 / 4 - 12:900,4540,32420,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020104/,未照合,公開データ取得済,
202501020105,2025-08-23,札幌,5,2歳新馬,芝,1500,新馬,9,晴,稍重,4,グリオンヴール,1,1.2,5,ミアエッテ,6,26.1,8,コロッセウム,2,7.8,120,1040,4 - 5:400 / 4 - 8:240 / 5 - 8:1020,2060,5930,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020105/,未照合,公開データ取得済,
202501020106,2025-08-23,札幌,6,3歳以上1勝クラス,芝,1800,1勝,13,晴,稍重,9,トレミニョン,3,5.1,10,イリスレーン,8,30.4,3,パルティキュリエ,1,2.6,510,4610,9 - 10:1150 / 3 - 9:300 / 3 - 10:1190,5150,36650,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020106/,未照合,公開データ取得済,
202501020107,2025-08-23,札幌,7,3歳以上1勝クラス,芝,1500,1勝,14,晴,稍重,4,エフォートレス,1,2.2,7,テイクイットオール,9,68.0,11,サンピアノソナタ,14,207.4,220,6560,4 - 7:1420 / 4 - 11:4790 / 7 - 11:33520,115030,405710,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020107/,未照合,公開データ取得済,
202501020108,2025-08-23,札幌,8,3歳以上1勝クラス,ダート,2400,1勝,9,晴,稍重,8,ビッグベルーガ,6,21.7,4,ベイラム,1,2.4,2,リエータメンテ,2,3.7,2170,2480,4 - 8:830 / 2 - 8:870 / 2 - 4:330,3240,37200,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020108/,未照合,公開データ取得済,
202501020109,2025-08-23,札幌,9,クローバー賞(OP),芝,1500,OP,9,晴,良,6,ストームサンダー,4,6.6,7,トーアサジタリウス,7,35.9,8,トリスティ,9,106.1,660,10100,6 - 7:2020 / 6 - 8:4970 / 7 - 8:8170,75830,348530,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020109/,未照合,公開データ取得済,
202501020110,2025-08-23,札幌,10,オールスターJ第1戦(2勝),芝,1200,2勝,14,晴,良,14,ハートホイップ,3,7.8,2,マルプリ,6,18.2,4,ルシード,1,1.8,780,9450,2 - 14:2020 / 4 - 14:380 / 2 - 4:710,4930,51630,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020110/,未照合,公開データ取得済,
202501020111,2025-08-23,札幌,11,オールスターJ第2戦(3勝),芝,2000,3勝,14,晴,良,4,パトリックハンサム,9,20.8,3,スピードリッチ,1,3.7,5,クレバーテースト,8,20.5,2080,4170,3 - 4:1410 / 4 - 5:3480 / 3 - 5:1170,14130,87200,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020111/,未照合,公開データ取得済,
202501020112,2025-08-23,札幌,12,ニセコ特別(1勝),ダート,1700,1勝,6,晴,稍重,7,アーロンイメル,2,2.5,1,ハミルトン,4,6.2,2,リーゼノアール,1,2.3,250,690,1 - 7:200 / 2 - 7:130 / 1 - 2:220,390,2440,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250823.json,https://db.netkeiba.com/race/202501020112/,未照合,公開データ取得済,
202507040201,2025-08-24,中京,1,障害3歳以上未勝利,芝,3000,未勝利,10,晴,良,1,アメリカンピース,2,5.3,6,テトラード,5,9.2,5,サラフィエル,3,5.8,530,2080,1 - 6:740 / 1 - 5:400 / 5 - 6:860,3410,20390,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040201/,未照合,公開データ取得済,
202507040202,2025-08-24,中京,2,3歳未勝利,ダート,1900,未勝利,16,晴,良,3,ドウジャスティ,3,6.1,15,メイショウカジボウ,13,156.1,13,サントモナルカ,5,11.2,610,43180,3 - 15:9410 / 3 - 13:930 / 13 - 15:10040,69070,555410,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040202/,未照合,公開データ取得済,
202507040203,2025-08-24,中京,3,2歳未勝利,芝,1600,未勝利,8,晴,良,2,クールデイトナ,5,7.4,7,ビッグヒーロー,1,2.4,4,サーディンラン,2,3.9,740,1010,2 - 7:340 / 2 - 4:400 / 4 - 7:230,1080,9120,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040203/,未照合,公開データ取得済,
202507040204,2025-08-24,中京,4,3歳未勝利,ダート,1400,未勝利,16,晴,良,3,イーブンベター,15,147.8,12,トップレディー,2,4.4,1,ニネンエフグミ,3,5.1,14780,38130,3 - 12:7790 / 1 - 3:8720 / 1 - 12:490,57790,793860,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040204/,未照合,公開データ取得済,
202507040205,2025-08-24,中京,5,2歳新馬,芝,2000,新馬,5,晴,良,5,ソラーロ,4,8.9,2,タイセイパルス,5,12.0,4,フィラーエ,3,8.5,890,2170,2 - 5:580 / 4 - 5:500 / 2 - 4:740,2830,20220,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040205/,未照合,公開データ取得済,
202507040206,2025-08-24,中京,6,3歳未勝利,芝,1400,未勝利,17,晴,良,2,エイヘンハールト,2,3.7,15,キーブリーゼ,1,3.4,4,ピースワンジョケル,13,60.5,370,790,2 - 15:360 / 2 - 4:3800 / 4 - 15:2740,10480,45770,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040206/,未照合,公開データ取得済,
202507040207,2025-08-24,中京,7,3歳以上1勝クラス,ダート,1800,1勝,7,晴,良,6,タガノマルアフ,4,10.3,7,レッドボブ,1,1.4,1,ポルトドール,3,6.4,1030,440,6 - 7:180 / 1 - 6:430 / 1 - 7:160,700,6660,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040207/,未照合,公開データ取得済,
202507040208,2025-08-24,中京,8,3歳未勝利,芝,2000,未勝利,15,晴,良,9,シェーラ,3,7.0,5,アスクコモンタレヴ,2,5.0,4,マットーネロッソ,7,39.7,700,1820,5 - 9:520 / 4 - 9:1580 / 4 - 5:2300,15070,64440,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040208/,未照合,公開データ取得済,
202507040209,2025-08-24,中京,9,賢島特別(1勝),芝,1400,1勝,14,晴,良,10,ホーリーブラッサム,1,1.9,6,モンタルチーノ,2,5.9,8,ブルクトーア,3,7.8,190,630,6 - 10:300 / 8 - 10:290 / 6 - 8:660,1500,3630,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040209/,未照合,公開データ取得済,
202507040210,2025-08-24,中京,10,大府特別(2勝),ダート,1800,2勝,16,晴,良,15,パカーラン,4,10.8,8,ジョータルマエ,5,11.1,16,ショーダンサー,1,2.8,1080,5150,8 - 15:1430 / 15 - 16:570 / 8 - 16:640,4880,52770,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040210/,未照合,公開データ取得済,
202507040211,2025-08-24,中京,11,長篠ステークス(3勝),芝,1200,3勝,9,晴,良,1,ワンダーキサラ,1,2.7,9,エコロマーズ,5,7.9,5,ヒーローインチーフ,6,23.1,270,780,1 - 9:350 / 1 - 5:980 / 5 - 9:1830,5460,16800,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040211/,未照合,公開データ取得済,
202507040212,2025-08-24,中京,12,3歳以上1勝クラス,ダート,1400,1勝,14,晴,良,7,ダイシンリンク,4,7.9,12,ゼットスパンキー,9,45.6,8,レーティッシュ,1,2.0,790,8230,7 - 12:1990 / 7 - 8:320 / 8 - 12:1300,5510,59020,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202507040212/,未照合,公開データ取得済,
202504030201,2025-08-24,新潟,1,2歳未勝利,芝,1600,未勝利,7,晴,良,1,ガリレア,3,13.4,5,ムーングレイル,2,6.5,6,マルターズドン,4,16.2,1340,2220,1 - 5:360 / 1 - 6:680 / 5 - 6:440,3460,20500,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030201/,未照合,公開データ取得済,
202504030202,2025-08-24,新潟,2,3歳未勝利,ダート,1800,未勝利,15,晴,良,2,メイショウコウベ,3,4.3,8,ジュンビクトワール,1,2.5,9,ブラザービート,4,8.4,430,540,2 - 8:260 / 2 - 9:480 / 8 - 9:430,1030,6260,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030202/,未照合,公開データ取得済,
202504030203,2025-08-24,新潟,3,3歳未勝利,芝,2000,未勝利,17,晴,良,10,マイネルアレス,1,3.7,8,キョウエイグッド,6,14.0,15,マイネルアウルム,2,4.4,370,3070,8 - 10:910 / 10 - 15:380 / 8 - 15:1390,4970,22370,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030203/,未照合,公開データ取得済,
202504030204,2025-08-24,新潟,4,3歳未勝利,ダート,1200,未勝利,14,晴,良,9,マオノクラッシュ,3,5.3,10,キタノライブリー,4,6.0,8,シンフォニーシーズ,5,8.2,530,1340,9 - 10:520 / 8 - 9:640 / 8 - 10:760,3120,16150,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030204/,未照合,公開データ取得済,
202504030205,2025-08-24,新潟,5,2歳新馬,芝,2000,新馬,13,晴,良,10,コスモエルヴァル,11,34.5,5,カンティーナ,1,4.2,3,ファイタージェット,3,6.3,3450,8510,5 - 10:2790 / 3 - 10:4020 / 3 - 5:630,21010,180580,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030205/,未照合,公開データ取得済,
202504030206,2025-08-24,新潟,6,2歳新馬,芝,1600,新馬,13,晴,良,4,ルージュダリア,4,5.7,14,グランドオーパス,1,4.3,12,ジュラトリー,3,5.2,570,1240,4 - 14:490 / 4 - 12:590 / 12 - 14:450,1630,8190,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030206/,未照合,公開データ取得済,
202504030207,2025-08-24,新潟,7,3歳以上1勝クラス,芝,1000,1勝,18,晴,良,14,ラトルシェ,1,2.9,15,ハニーアイリー,4,7.4,9,レッドカメリア,15,100.6,290,1110,14 - 15:500 / 9 - 14:3400 / 9 - 15:11380,30250,81700,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030207/,未照合,公開データ取得済,
202504030208,2025-08-24,新潟,8,3歳以上1勝クラス,ダート,1800,1勝,10,晴,良,6,ロフティストーリー,1,3.8,4,レイバックスピン,4,6.6,7,ノーブルアクト,5,7.6,380,1630,4 - 6:640 / 6 - 7:800 / 4 - 7:800,3870,17920,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030208/,未照合,公開データ取得済,
202504030209,2025-08-24,新潟,9,長岡ステークス(3勝),芝,1600,3勝,18,晴,良,18,ファーヴェント,1,3.4,8,ハワイアンティアレ,4,9.7,13,ダズリングブレイヴ,7,12.0,340,1520,8 - 18:700 / 13 - 18:710 / 8 - 13:1640,4990,18890,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030209/,未照合,公開データ取得済,
202504030210,2025-08-24,新潟,10,朱鷺ステークス(L),芝,1400,L,13,晴,良,12,グレイイングリーン,5,9.2,10,デュガ,10,20.7,8,シャドウフューリー,1,3.5,920,10520,10 - 12:2640 / 8 - 12:540 / 8 - 10:1430,9430,87390,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030210/,未照合,公開データ取得済,
202504030211,2025-08-24,新潟,11,第45回新潟2歳ステークス(GIII),芝,1600,G3,10,晴,良,9,リアライズシリウス,1,2.3,3,タイセイボーグ,6,12.7,4,フェスティバルヒル,3,4.4,230,1650,3 - 9:500 / 4 - 9:260 / 3 - 4:700,2040,10290,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030211/,未照合,公開データ取得済,
202504030212,2025-08-24,新潟,12,3歳以上1勝クラス,ダート,1200,1勝,15,晴,良,4,リクエイ,4,6.6,7,ペッパーミル,2,5.3,8,チャコール,6,9.0,660,1510,4 - 7:580 / 4 - 8:1060 / 7 - 8:760,4410,21550,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202504030212/,未照合,公開データ取得済,
202501020201,2025-08-24,札幌,1,2歳未勝利,ダート,1700,未勝利,14,晴,良,7,マーゴットサンズ,7,13.1,8,リピース,11,74.3,13,ミヤエスケープ,2,5.1,1310,76820,7 - 8:11320 / 7 - 13:1070 / 8 - 13:6220,86190,1054700,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020201/,未照合,公開データ取得済,
202501020202,2025-08-24,札幌,2,2歳未勝利,芝,1500,未勝利,11,晴,良,7,レッドスティンガー,1,2.9,4,ロイヤルスパイア,4,4.9,12,アニマレイ,3,4.0,290,870,4 - 7:340 / 7 - 12:200 / 4 - 12:330,870,4830,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020202/,未照合,公開データ取得済,
202501020203,2025-08-24,札幌,3,3歳未勝利,ダート,1700,未勝利,14,晴,良,10,ジョードリウム,1,2.4,4,ビービーバザーク,2,4.3,14,エンジョイドライブ,5,8.5,240,500,4 - 10:240 / 10 - 14:350 / 4 - 14:560,1250,3770,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020203/,未照合,公開データ取得済,
202501020204,2025-08-24,札幌,4,3歳未勝利,芝,2600,未勝利,13,晴,良,10,レイデラティエラ,7,16.4,9,ドラギニャン,5,12.0,14,ヤマニンヒストリア,1,2.2,1640,7300,9 - 10:1960 / 10 - 14:780 / 9 - 14:530,6940,61160,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020204/,未照合,公開データ取得済,
202501020205,2025-08-24,札幌,5,2歳新馬,芝,2000,新馬,11,晴,良,1,ミスティックレナン,2,5.3,3,リスレジャンデール,1,1.8,9,ガロアモジュール,4,9.4,530,580,1 - 3:220 / 1 - 9:660 / 3 - 9:330,1240,6670,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020205/,未照合,公開データ取得済,
202501020206,2025-08-24,札幌,6,3歳未勝利,芝,1200,未勝利,16,晴,良,16,ユキノエミリオ,5,9.3,9,サマースピリット,4,7.3,2,セガンティーニ,1,2.9,930,3780,9 - 16:970 / 2 - 16:520 / 2 - 9:530,3540,29710,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020206/,未照合,公開データ取得済,
202501020207,2025-08-24,札幌,7,3歳以上1勝クラス,ダート,1000,1勝,11,晴,良,7,タミゼ,3,8.1,11,イチトゼロノアイダ,2,4.6,3,ディニトーソ,1,1.5,810,1840,7 - 11:420 / 3 - 7:190 / 3 - 11:200,770,9780,https://github.com/uma-logic-user/uma-logic/blob/main/data/results_20250824.json,https://db.netkeiba.com/race/202501020207/,未照合,公開データ取得済,
